,text,aspect,label
1779,not any link for applying the promo code,promo code,1
1780,never got free suprbag during subscription,suprbag,0
1781,good experience except covid lockdown when other services were running,services,0
1782,was the middle taking notes for professional development course,notes,1
1783,poor delivery service and even worse customer care,customer care.,0
1784,very poor refunding money for supplying articles already expired near expiry,refunding,0
1785,shoutout indifyco for the new button widget for notionhq,widget,2
1786,also our youtube channels have some videos which might helpful for marketing,youtube,1
1787,heck delete,Delete,0
1788,you can upgrade the business unlimited plan use them,upgrade,1
1789,day delivery shift another day,delivery,0
1790,now notion much better than before,Notion,2
1791,slow loading the bases but works great now,Slow loading,0
1792,careful you work team not exempt yourself from controlling that the tasks are actually being done,tasks,1
1793,the video still has not loaded the assets,loaded,0
1794,really good far but would love the could have more gestures especially the drawer which you currently can not swipe away,app,0
1795,love the but needs improvement,app,2
1796,quality vegetables and fruits very bad,vegetables,0
1797,your deliveries properly,deliveries,0
1798,ios interface cluttered,iOS,0
1799,please follow the above article update the card,card,0
1800,can stock videos folder for later use,stock videos,1
1801,this brilliant structure levels and life around this its structured and aesthetically pleasing use,app,2
1802,was looking for something like that could easily made case the following are the prerequisites search performed keyword smooth movement browser ipad iphone cooperation better than excel can imported from excel everything come true you can also change the attributes each column wide range ways which makes very convenient use also possible check with card type and appreciate intuitively met good however since the service provided english think that the will grow more multilingual the way the explanation english simple worth try,Search,1
1803,update status before and refund amount not delivered,delivered.,0
1804,would nice able sort tasks calendar mode,sort,1
1805,less the free version has enough features work projects,free,0
1806,not working computer vlc media player payers can play the video which have composed now,computer,1
1807,workshop create notion workspace for emergency volunteer efforts design your workspace with notionhq and,Design,2
1808,lower the prices and service charges and availability products many times order booked amount debited and product not received due out stock,prices,0
1809,was charged today,charged,0
1810,update,update:,2
1811,stock availability quality veges fruits and pricing service fees,"pricing,",0
1812,atleast before showing that today items are delivered,delivered.,0
1813,punctuality humble behavior executives resolving any issue,Punctuality,2
1814,notionhq trying sign using student email but not receiving the temporary sign code,student,1
1815,use asana with clients,clients,2
1816,the deliveries are very punctual,deliveries,2
1817,used trello for years and still use work,Trello,2
1818,the best notes far what have came across need improve the task management side and device sync,app,2
1819,timely delivery discount,Discount,2
1820,notion has very quickly become the hub for personal and work projects,Notion,2
1821,same mac ios and safari,Safari,1
1822,stick raw text files,text,0
1823,connect customer phone like previously,Connect to customer,0
1824,well not any option try the editing though,editing,1
1825,coz even removed the previous one,removed,1
1826,always big fan project management can find any good service out there until tried out airtable today,project management,1
1827,the runs nicely and will useful for tracking many things however there option for formulas under the fields options will need use something else,tracking,2
1828,awesome got the channel white listed this may take days for now would suggest disputing the claim you have set video upload with another music that should fine,music,0
1829,tried installing several times using template making own template checking keyboard,keyboard,0
1830,love notion use every day but this sucks and pissed right now,"every day,",2
1831,really wish they would offer premium subscription for individuals could have things like custom fields and rules,premium,1
1832,adere fixed route make the delivery time daily,fixed route,0
1833,support access not granted yet,Support,1
1834,have downloaded this phone removed and downloaded again only for not open each time,downloaded,1
1835,seamless and fast use but only computer,computer.,0
1836,have promo code but not able redeem,promo code,1
1837,hello swapnil was charged today for but messaged yesterday cancel the free trial,trial,1
1838,answer for some reviews that have read exploit formulas and other functions need access from browser,browser,1
1839,very practical application the experience the mobile phone not good the computer because the here very slow takes time open keeps charging for few minutes,slow,0
1840,middle screen trying swipe other element the menu slides middle over user can feel the lagging and inconvenience using the web get excited with features and set for work,app/web,0
1841,can not find the right formula what you think the resolution should what your confidence level this,formula,1
1842,drag from the beginning but still does not starts the same time the video,drag,0
1843,and says that while this rendering you can duplicate the project another dimension,project,1
1844,this has helped agency manage projects and client info easy use platform,client,2
1845,please note that you will only able shared page your shared notion pages once you are team plan and the person who the owner the page also member the team plan,shared,1
1846,when you think will able access our notes again,notes,1
1847,this seriously the best task and notes management there,task,2
1848,waste few hours figuring out how use this,app.,0
1849,love notion and the ipad keeps most the features from desktop totally functional for everyday updates and note taking,"Notion,",2
1850,have this issue from yesterday may that notion always stuck loading page,Notion,0
1851,love this,app,0
1852,home service and regularity,Home service,2
1853,takes min start why,Takes,2
1854,apologies not have option youtube link the video,youtube,1
1855,dark mode,dark mode,0
1856,you can check the features the plan the pricing page,plan,1
1857,you are giving wrong delivery and not giving refunds,delivery,0
1858,also have few missed deliveries for milk which makes very difficult the mornings,deliveries,0
1859,have suggestion concerning the use the page lock feature possible give the possibility tick untick the checkbox bullet list which has been locked,checkbox,1
1860,this has been useful for organizing academics though could improve its mobile speed,mobile speed.,2
1861,have problem when duplicating from square horizontal format,square,0
1862,got notion devices from homeowners policy and said download install notion devices,app,0
1863,not sure why this gets such high rating limited mobile,mobile,0
1864,are excited list with companies admire and work with everyday,list,2
1865,workspace name myspace and the name page dian ying,workspace,1
1866,delivery boy should use his sense put cocunut below bread above while placing bag,Delivery,2
1867,think the music slider affects the volume scenes,music,1
1868,that preview link the downloaded video,preview,0
1869,use notion laptop and phone,phone.,1
1870,hope private safe you can some info there,data,1
1871,notionhq design tip,design,2
1872,poor service service fees high and irrational behaviour customer service,"service,",0
1873,will these account have individual access different email and password,account,1
1874,also have the yearly plans,plan,0
1875,follow this from laptop desktop cancel,cancel,1
1876,people have misconception that notion solely mobile,notion,2
1877,please send whatever ordered else refund respective bank account not wallet,wallet,0
1878,bad tablet phone,tablet,0
1879,have been enjoying the macos and windows versions relational databases are great tool that google doesn give with suite but the ios version seriously limited grouping missing,iOS,0
1880,really slow takes like secs just open the,app.,0
1881,would like come back but bit expensive,expensive,0
1882,will say again whoever gives fast notionhq designed roamresearch will also get credit card file,file,1
1883,kent boogaart notionhq the desktop normally much better than their web,Web,1
1884,love notion,Notion.,2
1885,excellent time bound service,Excellent,2
1886,the other hand ipad version does not utilize the wide screen and provide layout designed for smaller devices like iphones,iPad,0
1887,this year lot improvements the iphone which dont use but great for collaborating teams,iphone,1
1888,notion failed charge your subscription insufficient funds subscription payment failed hello jonathan unfortunately your payment with notion description internal helpdesk support platform for employee use has failed,Subscription,0
1889,have cancelled and you are back the free account,cancelled,1
1890,hopefully you have among your plans that someday your application will reach its web version functionality and being useless,web version,1
1891,timely delivery and convenience ordering daily essentials,convenience,2
1892,wanted tell that very hard get the name parameter the table locked and entire name parameter does not fit column name,table,0
1893,have created workspace and would like have guests that are invited consult the material but not edit,workspace,1
1894,how can avoid the platform underline the uncorrect text with the red line,text,0
1895,clicked transition,transition,1
1896,you were the unlimited yearly plan and thus you were charged the bililng date,charged,0
1897,apologies these details are not visible the premium plan,plan,1
1898,can you pls provide the item within,provide the item within 5 to 6 am,1
1899,however one negative thing that believe crucial that you can not select text for more than block,text,0
1900,the vat field actually will not show until your billing address has been updated that field automatically comes when have verified your address taxable jurisdiction,tax,1
1901,notion desktop the best productivity tool but the totally sucks,desktop app,2
1902,packaged goods are often open,Packaged goods,0
1903,when create and delete the record next record number skips one,record,0
1904,uploading pictures forms slow and often freezes and never completes,slow,0
1905,upon checking your screenshot seems that you are logging with different email address,logging,1
1906,great organizational tools for working with your team remotely not,team,1
1907,love love love notionhq but the performance issues lack offline mode and delayed api seriously harm its cha,offline mode,0
1908,this just accessory for the main desktop mac,app,0
1909,fortworthchris have started using notionhq,started using,1
1910,love this,app,0
1911,with the new updates lost the ability new anything the button the bottom the page gone,new updates,0
1912,well have been using this until the application has started not open and was good,app,2
1913,not sure this was the workspace you are talking about but the main page was called home,workspace,1
1914,more color options color customisation,color options/ color,0
1915,please note that not hooked your check the status delivery,delivery,0
1916,creating content calendar for clients easy with airtable,calendar,1
1917,have look whenever you are free will make using the tool much more easier and enjoyable experience,free,2
1918,apologies have huge load our server for rendering,server,1
1919,its simple slideshow then use blank template,template,1
1920,have now stopped using ios note onenotes this soon turn ipad,"IOS Note,",2
1921,reduce delivery charges and make delivery more reliable,"delivery charges,",0
1922,the reason gave stars because notion does not have widget for android,android.,0
1923,airtable amazing tool and the mac works beautifully but the ios needs much improvement,iOS,0
1924,please widget android well,widget,0
1925,unlimited,Unlimited?,2
1926,yes scene like that from another template,template.,1
1927,lays out the features nice works mac ios and ipados well,mac iOS,2
1928,that seeing are going for the premium plan next week extend your business plan for free for while and mail you the details from,premium,1
1929,not going use much this workspace and downgraded personal free plan,workspace,1
1930,the itself amazing and extremely useful probably the best note taking right now,app,2
1931,the product team largely ignores most feature requests instead providing long work arounds,team,0
1932,pricing the product high and user interface the not friendly,app,0
1933,while the desktop amazing mobile ugly and limited for particular reason,desktop,2
1934,while waiting one template has letters with splashes color inside each letter,color,1
1935,recently bought new ipad thinking the experience would just good but bitterly disappointed basic functionality like selecting drag dropping items severely lacking,functionality,0
1936,when low connection the does not even want open,app,0
1937,this note good but the not good,note,2
1938,literally started improve myself after installation this,app!,2
1939,your delivery service missing items order and missed items you not rearrange most fruits and vegetables are bad quality,fruits,0
1940,prompt delivery ordering and support,ordering,2
1941,wonder notion site searchable when search google naver for yoke randomly specified notion site title,title),1
1942,download and just tell that asana keeps failing nor let know lousy service thank you,Download,0
1943,can not because lost access that email account,account,0
1944,delivery milk late many times after,milk,0
1945,but when put the final music the sound changes its volume from scene scene,volume,0
1946,you can use till may the paid period after which will cancelled permanently,cancel,0
1947,improve management suprdaily,suprdaily.,0
1948,can you check project,Project,1
1949,will help you with paying paypal,PayPal,1
1950,find very complete fast like that can restrict schedule receive notifications,fast,2
1951,hey there there bug that causing tasks list flip back and forth flash really between complete incomplete,list,1
1952,the keyboard buggy split screen mode,keyboard,0
1953,this because bag size limitation,because bag,0
1954,note taking,app.,0
1955,still learning some the features this base program but for now just keeping inventory various emergency kits and camping equipment,data base program,1
1956,awesome service any chance dark mode the works,dark mode,0
1957,sure once you pay share the details and proper invoice your email,email,1
1958,please ensure ontime delivery,delivery!,0
1959,added someone team collaborate projects but not how share the project with them,projects,1
1960,rather the entire image black,image,0
1961,should faster like keep notes journey dropbox paper etc,"Dropbox Paper,",0
1962,look black screen,screen,0
1963,created webinar and clubhouse database notionhq,database,1
1964,you cannot insert new lines which makes unusable for editing for and colleagues when need description elements our todos etc,"new lines,",0
1965,milk delivery good and regular,Milk delivery,2
1966,hello how could use analog shift enter combination android,Android?,1
1967,service fir out days orders cancelled repeatedly for operational reasons despite being customer from different number same address and neighbour being customer,service,0
1968,your vegetables and fruits quality very bad,fruits quality,0
1969,you guys promise deliver breakfast items and always fail consistently delivery not done package badly done moreover heavy veg fruits milk packs you need packs thing neatly plastic carboard,milk,0
1970,personally loved this much possible,app,2
1971,think may have deleted some the attempts stopped them before the export finished but these are the two recent ones you can that the first export still have the logo even though had hit delete project project,deleted,0
1972,want pay via paypal,PayPal,1
1973,needs tablet and mobile update more useful,update,0
1974,think its uploading now but its just moving really slow,slow,0
1975,please improve quality products may fruits vegetables bread items,"fruits,",0
1976,best notetaking you could ask for,app,2
1977,the web version already russian and why not ios russian,ios,1
1978,not get the subscribed delivery for last days confirmed update was given time,subscribed delivery,0
1979,but says some issues with music and videos,music,0
1980,use for notes picture files tasks etc,"picture files,",2
1981,love the design and look this very modern,app,2
1982,but anytime try start the video trimmer error pops,trim,1
1983,there timeline function for the which one the main reasons people use asana,timeline,1
1984,the android version notion almost nothing like the ios version its quite laggy the android version please make little bit more appealing and little bit more flawless will love switch notion but with the current appeal the think will stick with evernote for while,Evernote,0
1985,does not even open just stays white screen with the notion logo,notion logo.,0
1986,and says that while this rendering you can duplicate the project another dimension,duplicate,1
1987,the previous one shared seems fine now but was not earlier,shared,0
1988,used filemaker pro for years,FileMaker,1
1989,like alowing copy and paste for the font search box,font,1
1990,give messages before and after order give any contact number emergency contact,Give messages before and after order,0
1991,just love,Just,2
1992,paid team plan invoices but still have the trial version running,paid,1
1993,could you please suggest search expression want what kind options you have for intro videos for online events,search,1
1994,small construction company has been using asana for almost years now and this most recent update which made pretty big overhaul the inbox which has made almost useless while trying work the field,company,1
1995,terms work living the north very hard stay task and organized when employed,task,1
1996,overall good can quite overwhelming those who want integrate notion into their work flow for the first time starting out with templates and getting ideas good place start,"app,",2
1997,this the most famous productive application used this application with windows software make work more easy and productive,This,2
1998,tell why this takes forever load,app,0
1999,thanks for taking the time fill out our form thibaut,"form,",1
2000,using the mac,Mac,1
2001,will refund but please cancel the plan once and let know,refund,1
2002,notion just incredible,Notion,2
2003,provides very bad and the lags heavily,app,0
2004,application unsupported errors,errors,0
2005,can not change the size,size,0
2006,proper response issues,issues,0
2007,everytime order these products bread buns biscuits etc are broken damaged,"bread,",0
2008,account now showing free plan lite,Free,2
2009,bem completo porem funciona melhor,Bem,2
2010,also are you guys thinking about linking your google calendar,calendar?,1
2011,felt like always wanted that would combine the amazing features that notion has but thought would impossible,Notion,2
2012,days experience only day got the product door step,product,2
2013,sounds good how where remove the animation the beginning,sounds,2
2014,improve service levels there are frequent delivery issues,delivery issues,0
2015,sorry about the trouble with your evernote import,Evernote,2
2016,just realised that have not been receiving invoices from you for long time,invoices,0
2017,and used promo code for annual business plan for final price but the system charged only usd can you help,promo code,1
2018,really helpful addition the web but restricted,Web app,1
2019,the does not even open was excited try notion now,app,0
2020,this lots functions but that complicated for,functions,0
2021,nah guys keeps sending codes when opening links really love the idea the,codes,2
2022,please waive delivery charges,delivery charges.,0
2023,why you charge for delivery for monthly subscription which paid advance,charge for delivery,0
2024,love notion but the desktop and android apps are slow and frequently crash,notion,2
2025,prices are not competitive poor and unreliable service,Prices,0
2026,unable make videos mobile,mobile,0
2027,would great can use the lightweight function the apple watch,Apple,1
2028,increase product varieties especially vegetables and fruit varieties,fruit,0
2029,prompt and time delivery milk,milk,2
2030,want buy invideo lifetime deal,lifetime,2
2031,just got one link embed but you cannot edit the document,edit,0
2032,what would really take the next level though would adding notes option for ipad and creating widgets for both ipados and ios,iOS.,0
2033,and change only texte,text,1
2034,yes could not cancel and got debit from account,cancel,1
2035,required create account use the,account,1
2036,you can never improve until you cheating customers,customers,0
2037,means love the service but the android laggy and transition are bad,android app,0
2038,the only thing that missing widget having widget would make easy have the schedule other stuff glance,widget,0
2039,how about toggle control contorl number list control,Toggle,1
2040,notionstatus notionhq notionstatus had reported issue regarding the content saving using notion web clippe,web,1
2041,istock just library the premium media has access shutterstock storyblocks pixabay etc,istock,1
2042,that lifetime plan,Lifetime,2
2043,give the russian language,Russian,1
2044,love airtable when working computer great flexible tool with awesome,flexible,2
2045,hello workspace name momentum international carriers and under email addressbilling address,Billing,1
2046,really tough reply someone comments,comments,0
2047,however there are lot roadblocks that make want use different management,blocks,0
2048,using both work where keeps track lots information for and for personal purposes where have created own botanical garden order easily get fit plants different modes,keeps track,1
2049,escribio hello are reaching out because not have tax number such value added tax vat number goods and services tax gst number file for you the number have file invalid,file,1
2050,the best project management,project,2
2051,you can replace multiple apps with this one including any lists note taking habit tracking article saving etc,note,2
2052,can you written text over video speech,text,1
2053,how the music for single scene please,scene,1
2054,stars you custom filters the without very confusing use,filters,1
2055,really wanted able sync notion account from laptop onto ipad that could keep notes and other pages when working between the two devices but unfortunately the will not open ipad,Notion,0
2056,essential organize work and life,organize,1
2057,remove delivery charges,Delivery charges.,0
2058,same yesterday clash between video and background music,music,1
2059,happened across notion the store and realized this one was worth making time write for other reason just can share how much absolutely love this,Notion,2
2060,widgets loads slowly android phones,android phones,0
2061,was happy with notion the moment learned about and had hands,app,2
2062,not fast other options but considering the power and flexibility beyond worth,"flexibility,",2
2063,maintain time schedule early delivery not make excuses,delivery,0
2064,the first company running the kealth workspace and using okta saml provider for and scim,SAML,1
2065,prompt delivery fresh product unadulterated best have recommended family and friends keep,Fresh,2
2066,have problem with the plan supposedly have premium plan however never select this plan just wish have the free plan,"plan,",2
2067,when click link like youtube instagram link will open browser instead the,app.,2
2068,you literally cannot even delete workspace invite member update your account settings from within the,"workspace,",0
2069,your new software not user friendly,user friendly.,0
2070,really frustrated the moment that cannot log into airtable account mobile without allowing air table access google contacts,log,0
2071,really like working projects and assignment tasks with asana,projects,2
2072,you can from the attached screen shot,screen,1
2073,love love love love love this,app.,2
2074,had downloaded storage tote tracking utility,storage,1
2075,forgot the password recurring theme unfortunately,theme,0
2076,and can not bit dissappointed,app,2
2077,sudden when try access account the message appears there account linked this email,account,0
2078,typeoneerror mariepoulin geecyr think there also much default access client files but supposedly,files,0
2079,stuffs stock,stock.,0
2080,talking about like usd here,USD,1
2081,better from this category,App,2
2082,vegetable and fruits are costly,vegetable,0
2083,very nice time daily service,daily service,2
2084,milk not getting delivered regularly this needs improved,Milk,0
2085,have select different song for the video,song,1
2086,and click somewhere the text typed edit the page suddenly goes the,text,1
2087,tried different ways sync asana calendar with iphone calendar impossible,calendar,1
2088,offers known brands are reduced and are practically existent,Offers,0
2089,reordering subtasks broken,Subtasks,0
2090,can not even open the phone anymore can anyone fix this,app,2
2091,they change the way delete image,image.,1
2092,you took out out account just now kindly refund and cancel subscription because can not find,cancel,1
2093,the billing email and the workspace name ballet hop,workspace,1
2094,hoping use coordinate work across and ipad,iPad,1
2095,mobile experience could little better coming from mac where formatting fine,Mobile experience,0
2096,most the online tutorials focus individual use and trying link our fields sales design together has steep learning curve,learning,0
2097,recommend making fewer workspaces you can you not have manage multiple subscriptions and have low costs,workspaces,1
2098,customer support team worst,Customer support team,0
2099,can asana please the project column for each tasks the swooshing when check task,task,1
2100,edited the address and have now applied the vat number,edited,1
2101,notifying once you delivered the products,the,0
2102,this gets the praise quite frankly,app,2
2103,godito ramsescabello leslee annsh trello mirohq notionhq figmadesign zeroheighthq also project managers,project,1
2104,reliability low,reliability,0
2105,please get touch with the notion team get access api,API.,1
2106,excellent prompt service,Excellent,2
2107,love notion mac but not mobile can not copy more lines blocks offline mode extremely long time load please fix,Mac,2
2108,try export but hanged here,export,0
2109,the latest update brought brakes freezes the and pain users,update,0
2110,mobile inadequate,Mobile,0
2111,supposed demo some stuff,demo,1
2112,payment modes are not safe,Payment modes,0
2113,but when filtering notion still thinks the relation exists,"filtering,",0
2114,the application quite extensive compared other task applications but there are couple problems and missing features that have detected,task,1
2115,how keep backups their code,backups,0
2116,required internet launch the apps,Required,2
2117,milk and curd delivery excellent but other products delivery like sweets snacks vegetables etc,curd,0
2118,recently installed the,app.,2
2119,though have regular milk subscription order any other items again delivery charges will added,milk,0
2120,hastle free services milk fruits and vegetables,fruits,2
2121,apologies yet not have phone support but are available for your help,phone,1
2122,right but does fade the editor,fade,2
2123,pay attention customers complaint and resolve immediately,customers complaint,0
2124,the milk packet which recieved was not good was always dirty the outer packaging always had some dirt,milk packet,0
2125,would nice you can make the send notification whenever team member update the information without involving third party apps,notification,1
2126,installed the but when open the displays the logo with white screen,app,2
2127,can you also please share the email from which you upgrade the plan,upgrade,2
2128,can invideo upload directly youtube without having first download computer,download,1
2129,you can try adjusting the crop and fit type that the only option,crop,1
2130,not take any service charges give discount offer from your getting profit,service charges,0
2131,single one time purchase features above included videos month unlimited team members handcrafted templates standard media library video length minutes,media,2
2132,which import from another video,import,1
2133,attachment screen recording mov,Recording,1
2134,this good they propose many options for the day productive,app,2
2135,the desktop you can select some text with red underlining right click then select disable spellcheck turn,text,0
2136,notionhq can use the sum column table value for column table,Table,1
2137,any article how use invideo,how to use,1
2138,great application there denying that but recently started getting very laggy and glitchy which made uninstall the,application,2
2139,inapp contactus name david tabellion email company dayone company size type other submission details notion team absolutely love your product and use within our company daily basis,daily basis.,1
2140,you can only highlight one line time,one line,0
2141,notionhq any update evernote imports,Evernote,0
2142,love airtable and highly recommend,recommend,2
2143,thanks for the clarification paula,Paula,1
2144,and there will watermark your videos once you export the video,watermark,0
2145,prompt dedicated service,dedicated service,2
2146,finally usable mobile due faster startup time,startup time!,2
2147,like the teal colour just not the stripy background,colour,2
2148,not put product your site you can not deliver,deliver,0
2149,has great task management which can segregated however you wish,task,2
2150,your payment and account good our side,account,1
2151,yes you use the same premium media different projects will counted you use the same premium media times single project will counted,project,1
2152,and its asking pay dollars,dollars,1
2153,avoid belated delivery milk,delivery of milk.,0
2154,okay sounds great,sounds,2
2155,the url nyeon,URL,1
2156,want make second video clips from images with basic animation and text for instagram updates,instagram,1
2157,orders are confirmed but not delivered,Orders,0
2158,quantity and quality needs improvement,quality,0
2159,barring few items such onions tomato and potato quality product supplied very good,"potato,",0
2160,black dark themes needed,dark themes,1
2161,that before filing the report another workspace,filing,1
2162,can you send the payment link here,payment,1
2163,home the partnership for the future learning education funder strategy group and grantmakers for thriving youth,"Learning,",1
2164,amazing have ever discovered,app,2
2165,please the ability have shortcuts pages android home screen,ability,0
2166,when click the button have through survey,survey.,1
2167,would rate starts but for some reason the has been refreshing every minute when using,app,0
2168,notion the best productivity ever used,Notion,2
2169,like notion lot but the start time terrible the white loading screen blindingly bright and now seems the dark mode gone completely,screen,0
2170,availability products very very limited,Availability of products,0
2171,change the project colors into custom,colors,1
2172,oct the items ordered not receive packets kilo potato and kilo tomato,potato,0
2173,first increase the range most the items are not available,"range,",0
2174,young and still can not work out how use this,app.,0
2175,you can change for for kindness would not like have the annual plan but the monthly plan before even charged,"plan,",1
2176,slow opening android device,app,0
2177,uploading brand logo also does nothing the logo not added,Uploading,0
2178,notion has huge potential however not point yet,Notion,2
2179,the only con that slow open especially slow internet connection,internet connection.,0
2180,great for what does but really slow and does not look smooth desktop,desktop,2
2181,want delete credit card information because not need the,credit,1
2182,also made video with text,text,1
2183,your customer care service much bad,customer care service,0
2184,promptness and good response any queries and problems,response to any queries,2
2185,how edit with dis phone,edit,1
2186,the latest update longer works certain ipads,iPads,0
2187,prompt delivery daily basis and the understanding the requirement customers specially the vacation featuredy,vacation,2
2188,now that there are more block limits its free version recommended even more everyone,block limits,2
2189,this amazing but would perfect had widgets,app,2
2190,does not have start date just due date,date,1
2191,unlimited plan you get istock media remove background image and unlimited premium videos,background image,1
2192,linkedin profile,file,1
2193,introducing new things for certain teams more difficult and without the experience managers without good management generating ease administration would differential for migrate from system,teams,1
2194,may able choose the thumbnail once put the video onto youtube anyway,thumbnail,1
2195,avoid misunderstanding one time payment,payment,1
2196,paypal for payment pro plan,payment,1
2197,great the best productivity,app,2
2198,still for standalone accounts,accounts,1
2199,you are importing multiple notebooks would you mind trying import your notes smaller batches,notes,0
2200,your team was google search,Google,1
2201,get about irrelevant emails day and can find way stopping this using ipad,iPad,1
2202,this exactly what was looking for for long absolutely amazed,app,2
2203,city wise service and more important stock,service,0
2204,accordance with local laws are required charge you tax you not have valid number,local,1
2205,visualstudio languages put the,languages,1
2206,favorite note taking,note taking app!,2
2207,its superb,app,2
2208,the account has been cancelled but would still like refund,refund,0
2209,customer service bad,customer service,0
2210,using this business but will not let international tax number,tax,0
2211,deliveries were not made only during couple days which quite understandable,Deliveries,2
2212,notifications about comments the cards not come the mobile phone,mobile,0
2213,improve the quality food you deliver,quality of food,0
2214,how code invideo subscription plan area,subscription,1
2215,great that enabled completely remove clutter from phonical wold and move digital,app,2
2216,quality products and services excellent,products,2
2217,not have proper bags bread comes broken,bread,0
2218,support everyone and increase salaries,everyone and,0
2219,best for organization ever,app,2
2220,this time some features like importing resizing images dragging reordering columns are not available our mobile apps,dragging,1
2221,how change text box color,color?,1
2222,quality the veggies should improved,Quality,0
2223,have initiated the refund with the details which had,refund,1
2224,milk not delivered yesterday today idea,Milk,0
2225,why there music popping when click music,popping,0
2226,good but not great,Good,2
2227,deliver check quality,Quality,2
2228,would like cancel free trial however there does not seem button for that,"trial,",1
2229,want delete account and payment method please send the process,payment,1
2230,worst service and oredictability whether would receive the scheduled orders not and during the lock down just accommodate new customers existing customers from last one year are deprived services was reciebing msg updates due tonlock down conditions are unable deliver for and dates from,service,0
2231,was excited use this was highly recommended but this makes completely unusable for,app,0
2232,here are screenshots the database table view and calendar view upcoming date,data,0
2233,notion seems like great however everytime type something the mobile notion keyboard resets from swiftkey samsung inbuilt keyboard,Notion,2
2234,desperately needs widgets,widget,0
2235,for tasks this the wrong,Tasks,0
2236,customer care service delivery service easy use application,Customer care,2
2237,this occurs both web browser and mobile logging into notion different browser session results the same thing,web,0
2238,but love this much,app,2
2239,giving good quality,quality,0
2240,and have faith that the apps will get there soon,apps,2
2241,this mobile version sucks,mobile version,0
2242,okay will cancel this for you from backend and initiate refund pro rata basis,refund,0
2243,plenty issues with notifications and now they force magic link login into the,login,0
2244,great functionality and cross platform ability but not stars until they can improve startup time,functionality,2
2245,the seeker gone from the project,project.,0
2246,there way change the text animation lenght less than one second,text,1
2247,everything per plan then your service superb but when there any problem customer not able contact you,Service,0
2248,best productivity,productivity,2
2249,the only downside the opening time the taking long that kills the wonderful experience,opening time,0
2250,just started using notion and amazing only thing would love for the mobile version would widget would love use with calenders,notion,2
2251,says can use paid templates,templates,2
2252,good customer care help line there response anytime gvn numbers nor what helpline,customer care,0
2253,service excellant keep,Service,2
2254,suggest one step clear trash enter photo column which the table,Trash,1
2255,list items page inventaire,list,2
2256,this made switch from evernote for ever,app,2
2257,notion equal opportunity organization and will not allow discrimination based upon age ethnicity ancestry gender national origin disability race size religion sexual orientation socioeconomic background any other status prohibited applicable law,organization,2
2258,hassles,No hassles.,2
2259,great product bad the android slow like glue,android app,0
2260,but not want get charged this time,charged,1
2261,use this daily accomplish complex tasks quickly and easily,complex tasks,1
2262,airtable amazing but the inability use many different views and functions via mobile effectively cripples this,functions,0
2263,this great,app,2
2264,david cohen email company size employees details interested enterprise and want talk about security,security,1
2265,get camera the free plan and later upgrade can still use the video,upgrade,1
2266,you can simply upload the background and text from here wendy make editable,text,1
2267,not usable the website version but works well enough,website,1
2268,helps manage the work that team and are working,team,1
2269,thoughtful response ivanhzhao but really confused mention offline mode backup options,offline mode,0
2270,you had subscribed the trial and you are charged the end the trial period,trial,1
2271,but want buy lifetime deal,lifetime,2
2272,could not access the and subscribe,subscribe,0
2273,sometimes would like give permission access edit some tables from the database some records the particular table some columns the table,database,1
2274,need more tutorials insights,app.,2
2275,offline,Offline,1
2276,its only showing most recent videos for any given search,search,1
2277,love airtable but able log into the using google authentication,Google,1
2278,then the create linked database dashboard page,dashboard,1
2279,plz allow students write hand writen notes and importing pdfs and exporting the both desktop version and android and keep emojis like the desktop plz,android,0
2280,prompt delivery time delivery should improved,"delivery,in",0
2281,can not the electronka connected the asana from mobile and the application forcibly sends the electron address,mobile,0
2282,the appt time field ios not displaying,displaying,0
2283,love timeline,timeline,2
2284,not get out colleague,colleague,1
2285,the was good but recently encounter problem attaching files,files,0
2286,have the lite and struggling with doing simple things like deleting lines the menu and keyboard,S6 Lite,0
2287,like notion but there one thing that really annoying,Notion,2
2288,the moment creating the same view the table that you arranged alphabetical order and with regular width not yet possible with our link feature,table,0
2289,supr salient point was when started services was exclusively for milk,Supr,0
2290,chartered financial analyst the workspace name,workspace,1
2291,apologies for yearly plan have last discount,discount,2
2292,very very very slow taking very very long time open,app,0
2293,how edit link that was sent,edit,1
2294,the biggest fan this,biggest,2
2295,option changing order should available,changing order,0
2296,but how turn the dark mode mobile,dark mode,0
2297,tried adding column numbers trying calculate payroll with supplemental hours etc gas parking etc not just column without creating additional tables multiple additional tables and then the videos they have their web site seriously how about way freezing the video can follow the steps watched one video had watch times least could follow the steps know not supposed excel get still complicated just how much supposed reimbursed for mileage parking etc but hey not bad have not torn out hair yet conclusion still room for improvement think will just look for excel type product,MULTIPLE ADDITIONAL TABLES,1
2298,milk sending expiry day not even one day before expiry milk times milk got spoiled,Milk,0
2299,for such popular project management tool this mobile horrible,project,1
2300,set customer care dept effective redress the complains fast,customer care,0
2301,event creation via the broken instant crash,Event,0
2302,quick delivery and time before delivery,delivery,2
2303,notion evolution templates and videos notion notionhq productivity,Templates,2
2304,just export content from workspace would like transfer them new one,"workspace,",1
2305,for the company team can update the process task and summary the things just one application which really convenient for,task,1
2306,very good both mobile and desktop versions,desktop versions,2
2307,wish notion had widgets apple devices,Apple devices,0
2308,what about widget option something,widget,1
